Rk,Player,Age,Team,Pos,G,GS,MP▼,FG,Dist.,2P,0-3,3-10,10-16,16-3P,3P,0-3,3-10,10-16,16-3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
527,D'Moi Hodge,25,LAL,SG,7,0,41,5,21.8,0.2,0.133,0,0,0.067,0.8,0.5,,,1,1,1,0,0,0.25,0.333,0,0,15,0.333,3,12,0.25,2,3,0.667,0.433,1,2,0.5,0,0,0,5,1,1,1,4,14,0,,hodgedm01
528,Taze Moore,25,POR,SG,4,0,40,8,8.5,0.727,0.636,0.091,0,0,0.273,0.571,0,,,0.75,1,0.273,2,0,,0,0,19,0.421,1,7,0.143,7,12,0.583,0.447,1,2,0.5,4,4,8,5,2,0,3,4,18,0,,mooreta02
529,Greg Brown III,22,DAL,PF,6,0,40,5,11.9,0.632,0.368,0.211,0,0.053,0.368,1,0,,0,0.429,1,0.105,2,0.286,0,0,0,11,0.455,1,3,0.333,4,8,0.5,0.5,4,9,0.444,3,6,9,4,0,4,4,5,15,0,,browngr01
530,Alex Fudge,20,2TM,SF,6,0,40,6,12.6,0.667,0.333,0.2,0.067,0.067,0.333,0.6,0.333,1,0,0.4,1,0.2,2,0.6,0.333,0,0,15,0.4,1,5,0.2,5,10,0.5,0.433,2,2,1,4,1,5,0,3,0,2,2,15,0,,fudgeal01
531,RaiQuan Gray,24,SAS,PF,3,0,39,10,19.2,0.417,0.083,0.167,0,0.167,0.583,1,0,,0.5,1,1,0,0,0.143,0,0,0,17,0.588,3,7,0.429,7,10,0.7,0.676,0,0,,2,5,7,6,1,1,1,0,23,0,,grayra01
532,JD Davison,21,BOS,SG,8,0,39,5,12.8,0.588,0.235,0.353,0,0,0.412,0.75,0.667,,,0.571,1,0.059,1,0.143,0,0,0,12,0.417,3,7,0.429,2,5,0.4,0.542,3,4,0.75,2,8,10,10,1,1,2,4,16,0,,davisjd01
533,Jacob Toppin,23,NYK,SF,9,0,38,5,14.1,0.556,0.222,0.222,0,0.111,0.444,1,0.5,,1,0.75,1,0.333,3,0.25,0,0,0,9,0.556,1,4,0.25,4,5,0.8,0.611,2,2,1,3,4,7,3,0,1,1,3,13,0,,toppija01
534,Jalen Slawson,24,SAC,SF,12,0,37,4,11.1,0.667,0.5,0,0.167,0,0.333,1,,1,,0.75,,0.167,1,0,,0,0,6,0.667,0,2,0,4,4,1,0.667,0,0,,1,6,7,2,1,1,2,8,8,0,,slawsja01
535,Charlie Brown Jr.,26,NYK,SG,8,0,37,2,19,0.3,0.1,0.2,0,0,0.7,0,0,,,,1,0,0,0.286,0.5,0,0,10,0.2,2,7,0.286,0,3,0,0.3,0,0,,1,1,2,0,0,2,2,5,6,0,,brownch02
536,D.J. Carton,23,TOR,SG,4,0,36,3,14.4,0.5,0.25,0.25,0,0,0.5,0.5,0.5,,,0.5,1,0,0,0.75,0.333,0,0,8,0.375,1,4,0.25,2,4,0.5,0.438,4,5,0.8,2,2,4,3,1,0,1,3,11,0,,cartodj01
537,Dexter Dennis,24,DAL,SG,4,0,30,10,14.3,0.579,0.316,0.053,0.105,0.105,0.421,1,1,0.5,0.5,0.444,1,0.053,1,0,,0,0,19,0.526,1,8,0.125,9,11,0.818,0.553,1,3,0.333,1,8,9,4,0,1,3,1,22,0,,dennide01
538,Henri Drell,23,CHI,SF,4,0,30,4,16.5,0.4,0.1,0.3,0,0,0.6,1,0.333,,,0,1,0,0,0.333,0.5,0,0,10,0.4,2,6,0.333,2,4,0.5,0.5,1,2,0.5,1,3,4,4,2,1,2,6,11,0,,drellhe01
539,Jordan Miller,24,LAC,SF,8,0,28,5,9.2,0.778,0.556,0,0.111,0.111,0.222,0.8,,0,0,0,1,0.222,2,1,0.5,0,0,9,0.556,1,2,0.5,4,7,0.571,0.611,2,2,1,3,2,5,0,0,0,1,2,13,0,,millejo02
540,Mason Jones,25,SAC,SG,5,0,28,2,24.4,0.125,0,0,0.125,0,0.875,,,0,,,1,0,0,0.143,0,0,0,8,0.25,2,7,0.286,0,1,0,0.375,1,2,0.5,1,4,5,5,1,0,2,3,7,0,,jonesma05
541,Pete Nance,23,CLE,PF,8,0,27,1,10.2,0.833,0.333,0.167,0.333,0,0.167,0,0,0,,,1,0,0,0,,0,0,6,0.167,1,1,1,0,5,0,0.25,0,2,0,0,3,3,0,1,0,1,2,3,0,,nancepe01
542,Pat Spencer,27,GSW,PG,6,0,26,2,15.6,0.5,0.25,0.25,0,0,0.5,1,1,,,0.5,,0.25,1,0,,0,0,4,0.5,0,2,0,2,2,1,0.5,0,0,,2,2,4,5,0,0,1,1,4,0,,spencpa01
543,Mamadi Diakite,27,2TM,PF,6,0,24,4,17.6,0.4,0,0.4,0,0,0.6,,0.5,,,1,,0,0,0.333,0,0,0,6,0.667,0,1,0,4,5,0.8,0.667,4,6,0.667,1,3,4,2,1,1,1,2,12,0,,diakima01
544,Dariq Whitehead,19,BRK,SF,2,0,24,1,15.1,0.833,0.5,0.333,0,0,0.167,0.667,1,,,1,,0.167,1,0,,0,0,5,0.2,0,3,0,1,2,0.5,0.2,1,2,0.5,0,4,4,3,0,1,0,0,3,0,,whiteda01
545,Drew Peterson,24,BOS,PF,3,0,23,4,22.1,0.167,0.167,0,0,0,0.833,1,,,,1,,0.167,1,0,,0,0,6,0.667,3,5,0.6,1,1,1,0.917,0,0,,0,1,1,1,2,0,1,1,11,0,,peterdr01
546,E.J. Liddell,23,NOP,PF,8,0,23,1,21.3,0.167,0.167,0,0,0,0.833,1,,,,1,1,0.167,1,0.2,0,0,0,6,0.167,0,5,0,1,1,1,0.167,2,2,1,0,5,5,1,2,2,2,2,4,0,,liddeej01
547,Jordan Ford,25,SAC,PG,6,0,22,4,18.2,0.571,0.143,0,0.286,0.143,0.429,1,,0.5,0,0,0.5,0,0,0.333,1,0,0,7,0.571,2,3,0.667,2,4,0.5,0.714,2,2,1,0,2,2,2,0,0,1,0,12,0,,fordjo01
548,Isaiah Thomas,34,PHO,PG,6,0,19,3,13.6,0.6,0.2,0.3,0,0.1,0.4,0.5,0,,0,0,1,0,0,0.25,1,0,0,10,0.3,2,4,0.5,1,6,0.167,0.4,0,0,,0,0,0,3,0,0,0,0,8,0,,thomais02
549,Usman Garuba,21,GSW,PF,6,0,18,1,7.2,0.833,0.333,0.5,0,0,0.167,0.5,0,,,0,,0,0,0,,0,0,6,0.167,0,1,0,1,5,0.2,0.167,1,2,0.5,3,4,7,1,1,3,2,2,3,0,,garubus01
550,Danny Green,36,PHI,SG,2,0,18,0,22.5,0.5,0,0,0,0.5,0.5,,,,0,,,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,,0,2,2,1,1,0,0,1,0,0,,greenda02
551,Alondes Williams,24,MIA,SG,7,0,16,2,15.7,0.5,0.25,0.25,0,0,0.5,1,0,,,0,,0,0,0,,0,0,8,0.25,0,4,0,2,4,0.5,0.25,1,1,1,0,1,1,0,0,1,2,2,5,0,,willial06
552,D.J. Wilson,27,PHI,PF,2,0,15,4,10.6,0.75,0.25,0.25,0.25,0,0.25,0,1,1,,0,,0,0,0,,0,0,6,0.667,2,2,1,2,4,0.5,0.833,0,0,,1,1,2,2,0,2,0,1,10,0,,wilsodj01
553,Ty Jerome,26,CLE,SG,2,0,15,2,10.3,0.667,0.333,0.333,0,0,0.333,1,0,,,1,1,0.167,1,0.5,1,0,0,4,0.5,0,1,0,2,3,0.667,0.5,0,0,,1,0,1,3,0,0,1,2,4,0,,jeromty01
554,Adam Flagler,24,OKC,SG,2,0,14,1,24.2,0.143,0,0,0.143,0,0.857,,,0,,,0,0,0,0,,0,0,7,0.143,1,6,0.167,0,1,0,0.214,0,0,,0,0,0,4,0,0,0,0,3,0,,flaglad01
555,Andrew Funk,24,CHI,SG,5,0,13,0,19,0.25,0,0.25,0,0,0.75,,0,,,,,0,0,0.667,0,0,0,4,0,0,3,0,0,1,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,,funkan01
556,Quenton Jackson,25,IND,PG,3,0,11,0,2.3,1,1,0,0,0,0,0,,,,,,0,0,,,0,0,1,0,0,0,,0,1,0,0,2,2,1,0,4,4,2,1,0,0,1,2,0,,jacksqu01
557,Filip Petrušev,23,2TM,C,3,0,10,1,16.7,0.667,0.333,0,0,0.333,0.333,1,,,0,1,,0,0,0,,0,0,2,0.5,0,0,,1,2,0.5,0.5,1,2,0.5,0,1,1,0,0,0,0,1,3,0,,petrufi01
558,Joshua Primo,21,LAC,SG,2,0,10,1,12.4,1,0,0,1,0,0,,,0.5,,1,,0,0,,,0,0,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,1,0,1,0,0,1,4,0,2,0,,primojo01
559,Lindell Wigginton,25,MIL,PG,3,0,8,2,11.7,0.6,0.4,0.2,0,0,0.4,1,0,,,0,,0,0,0,,0,0,5,0.4,0,2,0,2,3,0.667,0.4,2,2,1,0,0,0,0,0,0,1,1,6,0,,wiggili01
560,Kaiser Gates,27,NOP,SF,1,0,7,0,13.7,0.5,0.5,0,0,0,0.5,0,,,,,,0,0,0,,0,0,4,0,0,2,0,0,2,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,,gateska01
561,Kevon Harris,26,ORL,SG,2,0,6,2,1.1,1,1,0,0,0,0,0.5,,,,1,,0,0,,,0,0,3,0.667,0,0,,2,3,0.667,0.667,0,0,,0,2,2,1,0,0,1,3,4,0,,harrike01
562,Shaquille Harrison,30,MEM,SG,3,0,6,1,11.5,1,0.333,0,0.333,0.333,0,1,,0,1,0.5,,0,0,,,0,0,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,2,2,0,0,1,0,0,2,0,,harrish01
563,Hamidou Diallo,25,WAS,SG,2,0,5,1,0.1,1,1,0,0,0,0,0.5,,,,0,,0,0,,,0,0,2,0.5,0,0,,1,2,0.5,0.5,0,0,,2,0,2,1,2,0,1,1,2,0,,diallha01
564,Markquis Nowell,24,TOR,SG,1,0,4,0,,,,,,,,,,,,,,,0,,,0,0,1,0,0,0,,0,1,0,0,2,2,1,2,0,2,2,1,0,0,0,2,0,,nowelma01
565,Isaiah Wong,23,IND,SG,1,0,4,1,9.5,1,0,1,0,0,0,,0,,,,,0,0,,,0,0,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,0,0,0,0,0,0,0,0,2,0,,wongis01
566,Ron Harper Jr.,23,TOR,PF,1,0,4,0,16.3,0.667,0,0.333,0,0.333,0.333,,0,,1,0,,0,0,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,2,0,0,,harpero02
567,Izaiah Brockington,24,NOP,PG,1,0,3,2,10.5,0.8,0.4,0.2,0,0.2,0.2,1,0,,0,0.5,,0.2,1,0,,0,0,5,0.4,0,1,0,2,4,0.5,0.4,0,0,,1,1,2,0,0,0,0,0,4,0,,brockiz01
568,Malcolm Cazalon,22,DET,SG,1,0,3,0,,,,,,,,,,,,,,,0,,,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,cazalma01
569,Jalen Crutcher,24,NOP,PG,1,0,3,0,4.5,1,0,1,0,0,0,,0,,,,,0,0,,,0,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,crutcja01
570,Dmytro Skapintsev,25,NYK,C,2,0,2,0,4.2,1,0,1,0,0,0,,0,,,,,0,0,,,0,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,skapidm01
571,Justin Jackson,28,MIN,SF,2,0,1,0,,,,,,,,,,,,,,,0,,,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,jacksju01
572,Javonte Smart,24,PHI,PG,1,0,1,0,"
",,,,,,,,,,,,,,0,,,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,smartja01
